text,true_label,pred_label,confidence,length,keyword,orig_label
I only wish they can one day wake up to relise that they be bless to be bear in such influential family to help people in need   they can use their influence to bring well change in other people life,1,1,0.9946885,43,in-need,4
with a mission to   strive every day to create a safe haven where homeless woman and child find stability and access to the basic need of life    the Elfreeda Foundation launch its open shelter on the 11th of August 2017   in attendance be dignitary such as   the wife of the vice president of Nigeria   her Excellency Dolapo Osinbajo   the governor of Imo State   his Excellency Owelle Anayo Rochas Okorocha   oon    wife of the governor of Imo State   Nneoma Nkechi Rochas Okorocha   wife of the governor of Enugu state   Monica Ugwuanyi   the chief of staff of the Imo State Government   Honorable Uche Nwosu   publisher of Genevieve Magazine   Betty Irabor amongst other,1,1,0.99423826,134,homeless,4
that be the big picture   the one convey in official report and government document   but for the people who live on the ground in the province   it do not begin to portray the hopelessness   the everyday obstacle   the decay,1,1,0.9907492,41,hopeless,4
it be through that experience Guest decide to help other in need   people who society have pass by   a notion he have continue throughout his retirement year,1,1,0.9945899,29,in-need,4
accord to her   she establish Royal Seed home to bring up a needy or homeless child to become a great person in future,1,1,0.9914765,25,homeless,4
  we be take a community that be fairly vulnerable and bring they to a level where they be empower    h VICTORIA KIOKO,1,1,0.9949595,25,vulnerable,4
many celebrity wear blue ribbon to support the American Civil Liberties Union   which be seek to shed light on the plight of young immigrant face the potential of be deport,1,1,0.94420874,32,immigrant,3
we have the opportunity to give the gift of love   to shine a light in the darkness of despair   to share with other who be in need   to comfort those who be sad or lonely,1,1,0.99389887,37,in-need,4
Michael Gove s recent suggestion that inadequate financial management skill among poor family be to blame for the increase demand on food bank have   unsurprisingly   spark an angry response   critic feel the Conservative Party be out of touch with the pressure on ordinary family,1,0,0.9987857,46,poor-families,3
Emmanuelle Riva in   Amour    as a woman in her 80 whose mind and body deteriorate after a series of stroke   be even frail   more vulnerable   and quite defenseless   the first time we see Riva   in   Hiroshima Mon Amour    we be strike by her sensual   yet patrician face   now the sensuality be go   but the dignity of that countenance remain,1,1,0.79174787,62,vulnerable,4
they sell their meager belonging   they borrow money from family and friend to buy work visa and airline fare   they be either illiterate or semiliterate   they be mostly unskille soul from long suffering and very poor family   when they start work in arab sheikdom   despite be Muslims   they be treat as if they be subhuman   these resolute and hardy soul   despite all the poverty and hardship inflict upon they by nature   work hard like slave and send billion of dollar to Pakistan   with out this money the country could not survive   if any one deserve low PIA FARES   it be these very PEOPLE   PAKISTAN S survival depend UPON they   they be your most valuable financial ASSET   SADLY no MINISTRY SPEAKS for they,1,1,0.9915531,138,poor-families,4
